datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,City,Temp_Range,Heat_Index,Severity_Score,Condition_Code,Month,Season,Day_of_Week,Is_Weekend,Health_Risk_Score
2024-09-20,1726815600.0,80.5,59.3,67.1,79.6,59.3,67.0,49.8,56.1,0.0,0.0,0.0,,0.0,0.0,9.8,10.3,278.8,1011.0,0.4,14.9,237.6,20.6,8.0,10.0,06:54:15,1726840455.0,19:06:39,1726884399.0,0.59,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,21.200000000000003,77.05373333982106,2.58,0.0,9.0,Fall,Friday,False,9.152753333982108
2024-09-21,1726902000.0,76.4,61.4,67.4,76.4,61.4,67.4,54.6,64.9,0.0,0.0,0.0,,0.0,0.0,11.2,10.5,296.3,1012.5,59.0,14.9,220.3,18.9,8.0,10.0,06:55:05,1726926905.0,19:05:06,1726970706.0,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Jose,15.000000000000009,75.22822184661618,2.72,,9.0,Fall,Saturday,True,9.288102184661618
2024-09-07,1725685200.0,92.0,73.4,81.7,90.3,73.4,81.6,60.3,51.1,0.0,1.0,0.0,,0.0,0.0,28.9,18.3,28.4,1014.5,7.3,10.0,282.7,24.3,9.0,10.0,07:14:53,1725711293.0,19:48:16,1725756496.0,0.15,Clear,Clear conditions throughout the day.,clear-day,"['KSKF', 'KSSF', 'KSAT', 'F6098']",comb,San Antonio,18.599999999999994,82.6036417074691,4.69,0.0,9.0,Fall,Saturday,True,10.656954170746909
2024-09-08,1725771600.0,87.0,65.9,76.4,84.2,65.9,75.7,50.9,42.5,0.0,0.0,0.0,,0.0,0.0,23.0,13.9,31.1,1015.8,3.6,10.1,309.5,26.6,10.0,10.0,07:15:25,1725797725.0,19:47:04,1725842824.0,0.19,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Antonio,21.099999999999994,78.07182759970016,4.3,0.0,9.0,Fall,Sunday,True,9.634682759970016
2024-09-09,1725858000.0,88.1,63.9,75.9,85.7,63.9,75.4,52.0,44.5,0.0,5.0,0.0,,0.0,0.0,19.5,11.4,36.7,1016.8,16.4,10.1,343.4,29.5,9.0,10.0,07:15:56,1725884156.0,19:45:51,1725929151.0,0.22,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Antonio,24.2,77.92671675952508,3.75,0.0,9.0,Fall,Monday,False,9.461421675952508
2024-09-10,1725944400.0,88.8,70.4,79.2,90.5,70.4,80.0,59.4,51.3,0.06,26.0,20.83,['rain'],0.0,0.0,19.5,10.7,42.2,1013.5,38.9,12.1,290.4,25.0,9.0,10.0,07:16:26,1725970586.0,19:44:38,1726015478.0,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,18.39999999999999,80.225407608356,3.756,,9.0,Fall,Tuesday,False,9.9493687608356
2024-09-11,1726030800.0,86.6,74.9,80.0,92.7,74.9,82.4,71.0,74.8,0.056,42.0,16.67,['rain'],0.0,0.0,18.3,10.7,41.2,1008.5,51.6,15.0,194.4,16.7,5.0,10.0,07:16:57,1726057017.0,19:43:25,1726101805.0,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,11.699999999999989,83.54959750320016,2.8356000000000003,,9.0,Fall,Wednesday,False,10.475988550320018
2024-09-12,1726117200.0,90.1,73.7,81.3,95.2,73.7,83.8,70.2,70.8,0.244,29.0,16.67,['rain'],0.0,0.0,13.9,7.2,37.7,1007.0,28.7,15.0,269.3,23.1,9.0,10.0,07:17:28,1726143448.0,19:42:12,1726188132.0,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,16.39999999999999,85.30163519543603,3.2144000000000004,,9.0,Fall,Thursday,False,10.805958719543604
2024-09-13,1726203600.0,92.6,75.5,83.3,98.3,75.5,86.7,71.1,68.3,0.02,23.0,8.33,['rain'],0.0,0.0,12.5,7.2,124.3,1009.8,33.5,15.0,262.6,22.6,9.0,10.0,07:17:59,1726229879.0,19:40:58,1726274458.0,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,17.099999999999994,88.52007848634103,3.052,,9.0,Fall,Friday,False,10.936523848634105
2024-09-14,1726290000.0,92.9,76.7,84.4,99.9,76.7,89.1,72.6,69.1,0.063,30.0,12.5,['rain'],0.0,0.0,13.2,8.1,132.5,1011.0,44.1,15.0,265.3,22.8,8.0,10.0,07:18:30,1726316310.0,19:39:45,1726360785.0,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,16.200000000000003,91.04123081523592,2.9263,,9.0,Fall,Saturday,True,11.126196381523592
2024-09-15,1726376400.0,98.3,77.4,86.6,99.5,77.4,88.1,66.6,54.8,0.004,29.0,4.17,['rain'],0.0,0.0,21.0,12.3,145.8,1011.4,29.2,15.0,274.7,23.6,8.0,10.0,07:19:01,1726402741.0,19:38:31,1726447111.0,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,20.89999999999999,90.356070721024,3.7004,,9.0,Fall,Sunday,True,11.0634262721024
2024-09-16,1726462800.0,95.8,75.6,84.8,95.6,75.6,85.6,64.6,53.4,0.142,22.6,8.33,['rain'],0.0,0.0,22.1,11.9,147.7,1011.9,46.0,15.0,268.4,23.3,8.0,10.0,07:19:32,1726489172.0,19:37:17,1726533437.0,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,San Antonio,20.200000000000003,87.03550035462392,3.8242,,9.0,Fall,Monday,False,10.745672835462392
2024-09-17,1726549200.0,94.2,74.6,83.3,92.9,74.6,83.8,64.9,57.1,0.0,22.6,0.0,,0.0,0.0,20.1,15.4,127.7,1011.9,39.9,15.0,275.1,23.7,8.0,10.0,07:20:03,1726575603.0,19:36:03,1726619763.0,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,fcst,San Antonio,19.60000000000001,85.71944942646917,3.61,,9.0,Fall,Tuesday,False,10.633254942646918
2024-09-18,1726635600.0,95.1,72.9,82.6,94.4,72.9,83.4,66.6,62.4,0.0,16.1,0.0,,0.0,0.0,19.5,15.7,127.1,1012.3,19.0,15.0,269.0,23.2,8.0,10.0,07:20:35,1726662035.0,19:34:49,1726706089.0,0.52,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Antonio,22.19999999999999,85.81762362425592,3.55,0.0,9.0,Fall,Wednesday,False,10.79696236242559
2024-09-19,1726722000.0,94.9,73.5,82.7,95.8,73.5,84.3,68.3,65.0,0.004,9.7,4.17,['rain'],0.0,0.0,19.5,9.8,125.4,1012.3,63.2,14.6,233.9,20.1,7.0,30.0,07:21:06,1726748466.0,19:33:35,1726792415.0,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,21.40000000000001,86.5697013268,3.3504,,9.0,Fall,Thursday,False,10.83473013268
2024-09-20,1726808400.0,96.3,74.2,83.9,97.3,74.2,85.2,67.8,62.0,0.024,16.1,8.33,['rain'],0.0,0.0,20.6,14.1,121.2,1011.9,20.8,15.0,266.3,22.9,8.0,30.0,07:21:37,1726834897.0,19:32:21,1726878741.0,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,22.099999999999994,87.89483698390009,3.6624,,9.0,Fall,Friday,False,11.06017169839001
2024-09-21,1726894800.0,92.0,74.2,82.9,93.6,74.2,84.1,67.5,62.6,0.0,19.4,0.0,,0.0,0.0,19.0,10.5,116.3,1013.8,29.3,15.0,200.8,17.3,7.0,10.0,07:22:09,1726921329.0,19:31:08,1726965068.0,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,San Antonio,17.799999999999997,86.34996795313597,3.3,,9.0,Fall,Saturday,True,10.700796795313597
2024-09-07,1725692400.0,103.0,75.0,86.2,103.1,75.0,86.2,61.5,48.3,0.0,3.0,0.0,,0.0,0.0,6.9,5.8,237.0,1008.4,11.3,10.0,261.5,22.7,9.0,10.0,06:31:08,1725715868.0,19:09:54,1725761394.0,0.16,Clear,Clear conditions throughout the day.,clear-day,"['KHHR', 'KBUR', 'KSMO', 'SE428', 'KLAX', 'F1624', 'CQ070', 'KLGB']",comb,Los Angeles,28.0,87.70363300565603,2.49,0.0,9.0,Fall,Saturday,True,9.973033300565602
2024-09-08,1725778800.0,103.0,78.0,87.8,99.9,78.0,86.5,54.8,35.6,0.0,5.0,0.0,,0.0,0.0,6.9,5.8,234.3,1008.5,22.9,9.9,283.6,24.8,9.0,10.0,06:31:49,1725802309.0,19:08:31,1725847711.0,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Los Angeles,25.0,86.592530578144,2.49,,9.0,Fall,Sunday,True,9.5456930578144
2024-09-09,1725865200.0,99.9,76.9,85.4,100.6,76.9,85.1,55.5,36.6,0.0,1.0,0.0,,0.0,0.0,18.6,10.3,242.1,1010.1,11.7,10.1,311.0,26.9,9.0,10.0,06:32:31,1725888751.0,19:07:08,1725934028.0,0.22,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,23.0,84.15490382761601,3.66,0.0,9.0,Fall,Monday,False,9.7550503827616
2024-09-10,1725951600.0,86.6,67.4,77.0,86.7,67.4,77.1,58.8,54.2,0.016,0.0,4.17,['rain'],0.0,0.0,20.1,10.7,216.4,1010.7,8.8,12.2,273.8,23.7,9.0,10.0,06:33:12,1725975192.0,19:05:45,1726020345.0,0.25,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,19.19999999999999,78.69875953840004,3.8116,0.0,9.0,Fall,Tuesday,False,9.935763153840004
2024-09-11,1726038000.0,78.7,63.1,68.6,78.7,63.1,68.6,59.9,74.5,0.0,2.0,0.0,,0.0,0.0,16.6,8.9,183.0,1007.3,14.7,15.0,277.6,23.8,9.0,10.0,06:33:53,1726061633.0,19:04:22,1726106662.0,0.29,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,15.6,72.29696240940004,3.46,0.0,9.0,Fall,Wednesday,False,9.807396240940005
2024-09-12,1726124400.0,77.1,60.7,67.2,77.1,60.7,67.2,61.4,82.6,0.0,3.0,0.0,,0.0,0.0,15.2,8.1,177.0,1005.5,17.3,15.0,266.8,23.2,9.0,10.0,06:34:35,1726148075.0,19:02:58,1726192978.0,0.32,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,16.39999999999999,68.74312910198391,3.3200000000000003,0.0,9.0,Fall,Thursday,False,9.61663291019839
2024-09-13,1726210800.0,77.4,61.8,67.1,77.4,61.8,67.1,62.8,87.1,0.0,2.0,0.0,,0.0,0.0,15.2,8.1,188.7,1008.8,23.3,15.0,263.3,22.8,9.0,10.0,06:35:16,1726234516.0,19:01:34,1726279294.0,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Los Angeles,15.600000000000009,66.39536281334081,3.3200000000000003,,9.0,Fall,Friday,False,9.53125628133408
2024-09-14,1726297200.0,77.8,61.6,67.1,77.8,61.6,67.1,62.6,87.0,0.0,1.0,0.0,,0.0,0.0,15.7,8.1,213.4,1011.3,18.7,15.0,263.6,22.8,9.0,10.0,06:35:57,1726320957.0,19:00:10,1726365610.0,0.39,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,16.199999999999996,66.44999263240003,3.37,0.0,9.0,Fall,Saturday,True,9.576899263240003
2024-09-15,1726383600.0,83.9,61.2,72.1,81.2,61.2,71.6,43.3,40.0,0.0,0.0,0.0,,0.0,0.0,6.9,8.3,171.9,1011.3,2.4,15.0,269.3,23.5,9.0,10.0,06:36:39,1726407399.0,18:58:46,1726451926.0,0.42,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,22.700000000000003,76.96968048870002,2.49,0.0,9.0,Fall,Sunday,True,8.692968048870002
2024-09-16,1726470000.0,81.6,62.5,70.5,79.8,62.5,70.3,44.9,41.4,0.0,0.0,0.0,,0.0,0.0,7.4,8.7,156.5,1010.8,0.9,15.0,268.5,23.3,9.0,10.0,06:37:20,1726493840.0,18:57:22,1726538242.0,0.46,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,19.099999999999994,77.0098883588001,2.54,0.0,9.0,Fall,Monday,False,8.75254883588001
2024-09-17,1726556400.0,76.0,57.6,65.1,76.0,57.6,65.1,45.4,50.7,0.0,3.2,0.0,,0.0,0.0,6.7,8.7,152.8,1011.0,1.8,15.0,265.3,23.1,9.0,10.0,06:38:02,1726580282.0,18:55:57,1726624557.0,0.5,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,18.4,78.61922592050895,2.47,0.0,9.0,Fall,Tuesday,False,9.114212592050896
2024-09-18,1726642800.0,74.6,55.5,63.4,74.6,55.5,63.4,45.3,53.1,0.0,3.2,0.0,,0.0,0.0,4.7,7.8,164.0,1012.3,0.1,15.0,263.8,23.1,9.0,10.0,06:38:43,1726666723.0,18:54:33,1726710873.0,0.52,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,19.099999999999994,79.60290708293604,2.27,0.0,9.0,Fall,Wednesday,False,9.165660708293604
2024-09-19,1726729200.0,73.1,55.1,62.2,73.1,55.1,62.2,47.6,60.6,0.008,0.0,4.17,['rain'],0.0,0.0,6.0,8.5,156.1,1012.8,6.0,15.0,260.6,22.7,9.0,10.0,06:39:25,1726753165.0,18:53:09,1726797189.0,0.56,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,17.999999999999993,79.42624542262408,2.4008000000000003,0.0,9.0,Fall,Thursday,False,9.397509342262408
2024-09-20,1726815600.0,73.5,54.6,62.8,73.5,54.6,62.8,46.0,55.5,0.0,3.2,0.0,,0.0,0.0,4.0,8.3,176.1,1011.9,0.0,15.0,256.9,22.1,9.0,10.0,06:40:07,1726839607.0,18:51:44,1726883504.0,0.59,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,18.9,79.81878418970012,2.2,0.0,9.0,Fall,Friday,False,9.202878418970013
2024-09-21,1726902000.0,77.1,56.6,65.0,77.1,56.6,65.0,49.4,59.2,0.0,0.0,0.0,,0.0,0.0,4.7,7.6,179.2,1012.8,25.3,15.0,253.1,21.8,8.0,10.0,06:40:49,1726926049.0,18:50:20,1726969820.0,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Los Angeles,20.499999999999996,77.56917738719997,2.0700000000000003,,9.0,Fall,Saturday,True,8.982357738719998
